Seq,Name,Age
7516,Josie Silva,44
7517,Teresa Austin,45
7518,Luke Robertson,50
7519,Jerry Summers,54
7520,Olga Becker,29
7521,Agnes Norman,44
7522,Bessie Ray,23
7523,Bertie Norman,55
7524,Allen Haynes,25
7525,Sarah Reeves,27
7526,Rosie Aguilar,64
7527,Mitchell Harrington,32
7528,Ian Butler,20
7529,Marvin McCoy,45
7530,Anne Adkins,59
7531,Stanley Farmer,30
7532,Nina Webb,50
7533,Brent Schneider,62
7534,Francis Sanchez,27
7535,Bernice Goodman,23
7536,Hannah Santiago,36
7537,Gabriel Holt,26
7538,Lloyd Campbell,57
7539,Edith Underwood,54
7540,Alan Graham,60
7541,Alvin Fox,35
7542,Olive Moran,59
7543,Carlos Bryant,49
7544,Eric Hopkins,30
7545,Ricky Griffith,57
7546,Fred Howard,63
7547,Julia Mullins,51
7548,Ray Taylor,42
7549,Dean Jones,64
7550,Johnny Ruiz,20
7551,Myrtle Hardy,50
7552,Cynthia Howell,33
7553,Maurice Rodgers,32
7554,Allen Jordan,39
7555,Jeremy Soto,47
7556,Marcus Roberts,53
7557,Aaron Hernandez,62
7558,Luke Welch,48
7559,Gilbert Romero,58
7560,Alice Guerrero,57
7561,Brandon Holt,53
7562,Joseph Keller,41
7563,Marion Buchanan,32
7564,Jack Sutton,64
7565,Leona Simon,59
7566,Rodney Ross,53
7567,Angel Erickson,28
7568,Elsie Dean,65
7569,Vernon Nunez,43
7570,Genevieve Wade,44
7571,Shawn Simpson,49
7572,Sara Cohen,43
7573,Maud Bass,33
7574,Vincent Gutierrez,35
7575,Jonathan Guzman,45
7576,Miguel Norman,29
7577,Hattie Harris,58
7578,Georgie Franklin,30
7579,Millie Burton,36
7580,Louis Henry,59
7581,Lizzie Ballard,47
7582,Theodore Boone,19
7583,Micheal Holmes,20
7584,Milton Floyd,61
7585,Nora Martinez,20
7586,Elsie Griffin,45
7587,Raymond Scott,58
7588,Stephen Tyler,41
7589,Mable Webb,19
7590,Katie Cannon,22
7591,Vernon Cox,49
7592,Essie Carr,37
7593,Joe Patrick,49
7594,Chad Leonard,23
7595,Isabella Sherman,22
7596,Nathaniel Stevenson,37
7597,Beulah Rogers,49
7598,Ralph Houston,58
7599,Dominic Hicks,35
7600,Glen Diaz,36
7601,Jeanette Palmer,56
7602,Leroy Copeland,46
7603,Leon Ball,27
7604,Johnny Ortiz,32
7605,Essie Conner,57
7606,David Mendez,23
7607,Alta Frazier,35
7608,Matilda Barber,35
7609,Andrew Burns,58
7610,Dean Clark,19
7611,Lawrence Guerrero,49
7612,Nettie Ramos,51
7613,Jessie Logan,22
7614,Owen Harper,57
7615,Jean Alvarado,45
7616,Randy Vaughn,22
7617,Agnes Holloway,58
7618,Mike Pope,41
7619,Eunice Marsh,59
7620,Tony Rice,42
7621,Roger Ryan,37
7622,Lucinda Maxwell,62
7623,Todd Clarke,45
7624,Cody Becker,59
7625,Helen Cross,31
7626,Loretta Welch,45
7627,Leroy Kelly,32
7628,Clyde Schwartz,52
7629,Lydia Jordan,51
7630,Ora Stanley,31
7631,Nathan Pittman,33
7632,Todd Hale,31
7633,Nellie Yates,34
7634,Rosie Valdez,40
7635,Devin Meyer,60
7636,Lloyd Sutton,44
7637,Eunice Vasquez,62
7638,Norman Walker,26
7639,Charles Bennett,25
7640,Christina Ray,20
7641,Angel Hoffman,20
7642,Millie Barnett,65
7643,Violet Barker,40
7644,Lester Keller,37
7645,Violet Maldonado,35
7646,Maurice Larson,32
7647,Juan Daniel,42
7648,Cecilia Sutton,38
7649,Eliza Schultz,45
7650,Francis Montgomery,40
7651,Adam Drake,38
7652,Steven Brock,40
7653,Eddie Ferguson,58
7654,Lucille Flowers,26
7655,Ollie Cunningham,48
7656,Carolyn Rhodes,25
7657,Lydia Hanson,61
7658,Lula McGee,36
7659,Jason Sparks,51
7660,Peter Barnes,55
7661,Jacob Jacobs,33
7662,Amanda Bryant,30
7663,Derrick Romero,43
7664,Georgia Sparks,18
7665,Ian Hicks,42
7666,Gerald Elliott,39
7667,Howard Fleming,35
7668,Caleb Fletcher,30
7669,Harriet Hines,26
7670,Jerry Stone,48
7671,Ronnie Palmer,64
7672,Tillie Malone,32
7673,Mabel Park,51
7674,Lawrence Martin,27
7675,Beulah Carpenter,43
7676,Eleanor Lynch,31
7677,Lois Jacobs,32
7678,Isaac Ray,18
7679,Kathryn Hanson,60
7680,Frank Fowler,18
7681,Catherine Soto,61
7682,Carolyn Mendoza,46
7683,Madge Huff,62
7684,Owen Lane,61
7685,Leila Walters,47
7686,Sally Alvarado,51
7687,Betty Myers,50
7688,Chester Jimenez,24
7689,Timothy Patton,21
7690,Inez Holmes,36
7691,Jose Butler,27
7692,Amy Santiago,43
7693,Sylvia Ross,41
7694,Lucy Waters,38
7695,Raymond Montgomery,19
7696,Dennis Lane,41
7697,Celia Washington,37
7698,Joseph Fitzgerald,34
7699,Phoebe Myers,58
7700,Gerald Davidson,62
7701,Sophia Edwards,33
7702,Iva Beck,39
7703,Sam Ward,19
7704,Verna Bell,39
7705,Adeline Nichols,53
7706,Lina Ramos,54
7707,Rose Hopkins,19
7708,Phillip Alexander,42
7709,Cora Woods,27
7710,Harriett Daniel,39
7711,Adrian Kelly,57
7712,Matthew Blake,30
7713,Nancy Vaughn,63
7714,Lettie Zimmerman,37
7715,Francis Hicks,22
7716,Chase Beck,60
7717,Jay Simpson,58
7718,Rachel Poole,42
7719,Rachel Pratt,52
7720,Matilda Gonzales,18
7721,Gertrude Oliver,22
7722,Adeline Daniels,41
7723,Randy Johnson,34
7724,Marion Murray,24
7725,James Gonzales,56
7726,Bertha Holloway,30
7727,Lester Edwards,51
7728,Cordelia King,44
7729,Adrian Holland,39
7730,Claudia Powers,25
7731,Dominic Daniels,52
7732,Jeanette Lamb,53
7733,Brandon Ford,54
7734,Kate Marshall,31
7735,Alma Robertson,44
7736,Louis Walton,54
7737,Barry Gross,29
7738,Travis Gross,52
7739,Allen Holmes,54
7740,Norman Myers,58
7741,Philip Sutton,50
7742,Caroline Frazier,30
7743,Alejandro Pope,27
7744,Leonard Parsons,58
7745,Henrietta Foster,39
7746,Ernest Cobb,27
7747,Etta Cruz,41
7748,Sophie Coleman,32
7749,Noah Mullins,22
7750,Esther Rowe,40
7751,Fred Jimenez,53
7752,Kate Lane,18
7753,Zachary Kelley,40
7754,Helena Brooks,43
7755,Isabella Owens,51
7756,George Cole,53
7757,Ronnie Castro,26
7758,Betty Lowe,29
7759,Jackson Johnston,61
7760,Olga Houston,38
7761,Gordon Hogan,23
7762,Elsie Henderson,38
7763,Edith Ingram,19
7764,Douglas Collins,63
7765,Eric Holland,44
7766,Abbie Shaw,50
7767,Stella Dawson,18
7768,Landon Potter,61
7769,Olive Jones,52
7770,Eula Henry,63
7771,Thomas Robinson,42
7772,Keith Garrett,22
7773,Cecelia Dennis,48
7774,Alta Matthews,44
7775,Lida Tate,57
7776,Marvin Day,49
7777,Luis Berry,64
7778,Marian Schmidt,27
7779,Evan Guzman,36
7780,Myrtie Roberson,33
7781,Dora Reed,22
7782,Marion Riley,57
7783,Linnie Snyder,47
7784,Rhoda Vega,61
7785,Jennie Zimmerman,46
7786,Annie Saunders,31
7787,Robert Green,56
7788,Verna Ramsey,28
7789,Catherine Walker,25
7790,Rhoda McCarthy,51
7791,Vincent Christensen,48
7792,Carl Burke,56
7793,Jeffery Schneider,49
7794,Sean Webster,60
7795,Billy Matthews,19
7796,Hester Luna,53
7797,Danny Bailey,27
7798,Mitchell Nguyen,35
7799,John Guzman,30
7800,Janie Kelley,56
7801,Clyde Weaver,28
7802,Floyd Cross,60
7803,Janie Porter,33
7804,Nathan Harris,19
7805,Frank Blake,53
7806,George Johnston,41
7807,Leon Barker,49
7808,Lewis Tate,28
7809,Gavin Hardy,63
7810,Grace Jensen,44
7811,Clifford Peterson,22
7812,Nannie Mullins,32
7813,Gregory Turner,56
7814,Garrett Wells,43
7815,Johanna Barker,58
7816,Adam Pierce,19
7817,Elijah Williams,44
7818,Patrick Elliott,31
7819,Emily Kelly,35
7820,Gertrude Mann,38
7821,Lola Ramirez,53
7822,Lena Bennett,18
7823,Robert Warren,29
7824,Gene Doyle,39
7825,Vincent Moody,27
7826,Sally Kelley,28
7827,Christopher Schmidt,46
7828,Harry Rios,38
7829,George West,42
7830,Viola Graves,46
7831,Nell Stevens,19
7832,Ora Carroll,40
7833,Bernard Shelton,27
7834,Lou Conner,55
7835,Claudia Massey,56
7836,Owen Knight,28
7837,Millie Bridges,50
7838,Jerry Sandoval,20
7839,Francis Montgomery,50
7840,Ophelia Thomas,23
7841,Maurice Aguilar,32
7842,Francisco Tucker,20
7843,Sara Butler,22
7844,Birdie Curtis,25
7845,Randy Adams,24
7846,Aaron Brown,58
7847,Leila Taylor,45
7848,Ina McLaughlin,55
7849,Viola Armstrong,60
7850,Joe Gordon,30
7851,Micheal Evans,63
7852,Addie Bradley,34
7853,Ray Webster,52
7854,Myrtie Morgan,49
7855,Benjamin Gibson,58
7856,Flora Roy,24
7857,Ophelia Hodges,23
7858,Alice Hawkins,22
7859,Nell McBride,63
7860,Justin Montgomery,51
7861,John Clarke,18
7862,Olga Matthews,47
7863,Roxie Salazar,58
7864,Luis Huff,56
7865,Melvin Mann,34
7866,Ida Hicks,24
7867,Jason Sherman,49
7868,Claudia Park,46
7869,Theresa Larson,33
7870,Manuel Campbell,19
7871,Isaiah Wells,41
7872,Donald Hardy,49
7873,Sam Mitchell,49
7874,Irene Santos,21
7875,Evan Cross,41
7876,Michael Mendez,44
7877,Edgar Armstrong,36
7878,Ina Mills,60
7879,Nancy Rodgers,22
7880,Mattie French,43
7881,Leon Griffith,52
7882,Adele Barton,32
7883,Noah McGuire,18
7884,Sam Walker,63
7885,Nancy French,61
7886,Francisco Jensen,44
7887,Francis Sherman,53
7888,Marguerite Wilson,47
7889,Esther Nash,44
7890,Jim Reid,30
7891,Dominic Spencer,53
7892,Mary Walker,43
7893,Corey Horton,56
7894,Katherine Barrett,58
7895,Claudia Walker,41
7896,Anthony Mann,44
7897,Addie Rowe,25
7898,Rachel Saunders,23
7899,Scott Woods,51
7900,Jay Summers,26
7901,Eula Flores,56
7902,Lillie Webster,55
7903,Cornelia Neal,49
7904,Aaron Fleming,26
7905,Carl Mullins,65
7906,James Bradley,54
7907,Aiden Allison,18
7908,Lola Frazier,62
7909,Larry Vargas,42
7910,Addie Lucas,29
7911,Flora Underwood,48
7912,Lilly McCormick,36
7913,Winnie Watkins,43
7914,Myrtie Jimenez,25
7915,Elmer Carpenter,60
7916,Ora Oliver,45
7917,Cecelia Floyd,54
7918,Leon Floyd,25
7919,Maria Dunn,53
7920,Olive Alexander,28
7921,Adele Ross,42
7922,Estelle Ortega,57
7923,Francis Fields,47
7924,Rosie Hunt,39
7925,Dean Harper,30
7926,Sadie Dixon,51
7927,Louise Hudson,18
7928,Brian Vega,18
7929,Stephen Knight,42
7930,Andre Carpenter,18
7931,Jayden Simmons,57
7932,Claudia Cannon,61
7933,Charles Garner,43
7934,Ellen Collins,62
7935,Hettie Sharp,56
7936,Inez Washington,40
7937,Marie Wood,64
7938,Tom Tate,52
7939,Christina Yates,37
7940,Jimmy Neal,56
7941,Ricardo Bass,18
7942,Craig Morton,44
7943,Wesley Marsh,39
7944,Vernon Holloway,27
7945,Daisy Gutierrez,57
7946,Carl Romero,26
7947,Lloyd Stevenson,64
7948,Bryan Beck,51
7949,Kenneth Kim,54
7950,Grace Ramirez,22
7951,Calvin Brewer,50
7952,Howard Harvey,60
7953,Jack McCarthy,23
7954,Adeline Vasquez,36
7955,Fannie Hansen,38
7956,Jorge Gonzales,59
7957,Celia Estrada,19
7958,Brett Hayes,30
7959,Bess Sharp,34
7960,Jordan Steele,42
7961,Fanny Cobb,65
7962,Vincent Andrews,61
7963,Verna Bates,64
7964,Josie Shaw,55
7965,Isabel Sandoval,58
7966,Ellen Black,34
7967,Mabel Floyd,51
7968,Cory Shelton,49
7969,Charles Daniel,25
7970,Bernard Morales,33
7971,Nelle Barker,32
7972,Dylan Myers,20
7973,Bettie Butler,54
7974,Marguerite Klein,19
7975,Brent Delgado,55
7976,Logan Wong,32
7977,Charles Wood,23
7978,Flora Paul,41
7979,Harriet Ortiz,30
7980,Della Wilkins,20
7981,Don Perez,58
7982,Billy Wilkins,59
7983,Bertie Kim,34
7984,Vincent Dean,19
7985,Cora Burton,41
7986,Cynthia Stewart,39
7987,Lizzie Watts,45
7988,Callie Hale,42
7989,Ella Welch,42
7990,Nettie Ruiz,20
7991,Millie Hamilton,24
7992,Todd Hogan,65
7993,Christina Mullins,18
7994,Augusta Fields,61
7995,Marguerite Cobb,23
7996,Gene Chavez,55
7997,Lulu Richardson,47
7998,Elmer Wilkerson,20
7999,Agnes Strickland,65
8000,Jesse Webb,64
8001,Earl Bridges,61
8002,Barry Hudson,22
8003,Micheal Day,23
8004,Inez Payne,54
8005,Rodney Byrd,47
8006,Vincent Barnes,57
8007,Kenneth Jimenez,23
8008,Andrew Baker,45
8009,Jon Davidson,30
8010,Winifred Obrien,60
8011,Cody Terry,64
8012,Agnes Scott,35
8013,Justin Rice,20
8014,Irene Goodman,53
8015,Cory White,20
8016,Jose Harvey,33
8017,Frederick Baldwin,60
8018,Cordelia Pope,37
8019,Timothy Norris,22
8020,Emily Harper,61
8021,Jeff Vasquez,63
8022,Jerry Cruz,50
8023,Isaiah Gregory,43
8024,Alfred Hubbard,32
8025,Keith Herrera,45
8026,Lucas Barber,43
8027,Maud Munoz,25
8028,Philip Hunt,51
8029,Alma Atkins,49
8030,Eva King,64
8031,Ann Hawkins,42
8032,Jean Hill,59
8033,Fred Andrews,62
8034,Mae Adams,48
8035,Herman Phillips,36
8036,Isaiah Haynes,55
8037,Lizzie Byrd,35
8038,Ronnie Parsons,63
8039,Jeff Wilkins,21
8040,Delia Walters,37
8041,Emily Hubbard,40
8042,Della Palmer,47
8043,John Reed,63
8044,Louis Davidson,19
8045,Hunter Morrison,27
8046,Christopher Sullivan,26
8047,Elnora Pittman,36
8048,Isaac Snyder,41
8049,Oscar Harmon,57
8050,Ida Higgins,33
8051,Jon Bush,63
8052,Adam Parsons,38
8053,Eric Grant,59
8054,Ollie Bowers,57
8055,Ida Palmer,58
8056,Brian Woods,37
8057,Elijah Salazar,40
8058,Leah Welch,40
8059,Daniel Anderson,44
8060,Gabriel Richardson,23
8061,Jason West,60
8062,Christina Nelson,42
8063,Nicholas Bowers,41
8064,Christine Gordon,60
8065,Matthew Peterson,20
8066,Jerome Herrera,23
8067,Harvey Baker,41
8068,Marguerite Hayes,57
8069,Oscar Maxwell,59
8070,Grace Brewer,33
8071,Sallie Cooper,62
8072,Franklin Newman,48
8073,Mayme Stephens,33
8074,Emilie Higgins,61
8075,Sophie Flowers,45
8076,Bruce Buchanan,20
8077,Joel Day,42
8078,Cameron Gardner,32
8079,Gussie Curtis,59
8080,Luke Cummings,65
8081,Augusta Sparks,49
8082,Kyle Cook,28
8083,Anne Moore,59
8084,Leroy Love,59
8085,Daniel Cannon,44
8086,Winifred Byrd,25
8087,Victoria Potter,23
8088,Lizzie Walker,27
8089,Ronnie Matthews,56
8090,Lydia Wade,36
8091,Elnora Buchanan,22
8092,Maurice Torres,23
8093,Phillip Potter,29
8094,Martha Moran,31
8095,Eugenia Marsh,18
8096,Ellen Aguilar,40
8097,Glen Hanson,42
8098,Hettie Cook,40
8099,Max Carlson,25
8100,Travis Cook,63
8101,Antonio Ortega,45
8102,Isaiah Flowers,43
8103,Belle Moss,63
8104,Nelle Hodges,20
8105,Katharine Griffith,34
8106,Noah Clark,53
8107,Bernard Snyder,44
8108,Loretta Fowler,37
8109,Evan Fisher,43
8110,Sue McBride,59
8111,Ronnie Casey,26
8112,Sophie Sanchez,24
8113,Adeline Barton,48
8114,Margaret Morales,52
8115,Ethel Russell,48
8116,Teresa Garza,58
8117,Daniel Willis,50
8118,Jonathan Thompson,28
8119,Ollie Fernandez,25
8120,Sylvia Yates,48
8121,Troy White,44
8122,Steve Rose,47
8123,Mabelle Moody,51
8124,Derrick Stewart,31
8125,Randy Craig,32
8126,Mike Bradley,50
8127,William Brady,48
8128,Estella Carroll,41
8129,Blanche Gregory,29
8130,Troy King,18
8131,Jack Weber,20
8132,Rosetta Soto,44
8133,Carolyn Brady,44
8134,Luke Adams,42
8135,Richard Elliott,35
8136,Phillip Black,24
8137,Cody Ortiz,39
8138,Dora Diaz,54
8139,James Townsend,40
8140,Jackson Clayton,32
8141,Gary Marsh,51
8142,Edgar Gibbs,52
8143,Chad Mendez,51
8144,Helena Fletcher,48
8145,Jared Hubbard,48
8146,Marian Bradley,24
8147,Hallie Gardner,37
8148,Lora Higgins,52
8149,Garrett Chavez,21
8150,Grace Jenkins,36
8151,Vincent Wong,54
8152,Esther Norton,63
8153,Bessie Castillo,49
8154,Micheal Guzman,19
8155,Jessie Brock,40
8156,Ada McDaniel,33
8157,Adelaide Sanchez,54
8158,Marion Joseph,31
8159,Manuel West,43
8160,Ryan Diaz,33
8161,Jay Castillo,59
8162,Amy Cortez,41
8163,Vera Turner,41
8164,Gilbert Burke,46
8165,Minerva Pierce,54
8166,Jeffrey Harper,62
8167,Ruth Graham,54
8168,Chester Jones,19
8169,Luella Diaz,62
8170,Bill Dixon,22
8171,Jerry Reid,54
8172,Marian Turner,23
8173,Roy Davidson,25
8174,Billy Logan,51
8175,Cecelia Figueroa,28
8176,Bernard Santiago,30
8177,Emilie French,47
8178,Jennie Reeves,23
8179,Russell Waters,39
8180,Paul McCarthy,30
8181,Adelaide Simpson,20
8182,Helen Cole,58
8183,Evelyn Lloyd,21
8184,Chad Grant,51
8185,Bertha Barnett,64
8186,Lucas McGee,35
8187,Matilda McCarthy,22
8188,Beulah Burns,64
8189,Mayme Cannon,18
8190,Harvey Pearson,29
8191,Roxie Terry,29
8192,Dollie Alexander,51
8193,Richard Paul,52
8194,Jon Perkins,37
8195,Willie Garner,38
8196,Catherine Black,18
8197,Alberta George,50
8198,Charles Lamb,20
8199,Amelia Poole,55
8200,Alex Lynch,53
8201,Ada Gardner,45
8202,Kathryn Freeman,52
8203,Derrick Flores,58
8204,Melvin Perry,22
8205,Billy Chandler,39
8206,Vera Gibbs,34
8207,Marie Peters,65
8208,Victoria Fleming,62
8209,Luis Aguilar,56
8210,Beatrice Reeves,65
8211,Eunice Turner,49
8212,Thomas Miles,36
8213,Wesley Blair,30
8214,Eric Francis,27
8215,Edward Rios,45
8216,Tom Watts,25
8217,Milton Bishop,23
8218,Addie Rice,35
8219,Lillie Gill,23
8220,Mike Hampton,41
8221,Dale Alvarado,65
8222,Justin Mitchell,51
8223,Lela Torres,36
8224,Aaron Luna,25
8225,Jacob Goodwin,51
8226,Carlos Ferguson,37
8227,Pauline Thompson,27
8228,Sally Allen,64
8229,Ivan Holloway,56
8230,Nell Anderson,43
8231,Eva Underwood,40
8232,Agnes Boone,29
8233,Katie Greene,40
8234,Joshua Burns,52
8235,Jesus Hubbard,41
8236,Isabel Jefferson,49
8237,Mario Bennett,21
8238,Jayden Glover,33
8239,Augusta Garner,19
8240,David Willis,18
8241,Carolyn Garner,37
8242,Jose Lee,46
8243,Curtis Phelps,36
8244,Gavin Schwartz,47
8245,Lizzie Barnett,20
8246,Kathryn Daniel,47
8247,Willie Hampton,47
8248,Lura Payne,36
8249,Dale Williams,54
8250,Vernon Gutierrez,51
8251,Julian Parker,47
8252,Sam Chavez,35
8253,Cameron Morrison,44
8254,Jane Mann,31
8255,Maggie Schneider,57
8256,Nathan Robinson,35
8257,Vincent Fleming,41
8258,Brett Sims,56
8259,Lloyd Bishop,21
8260,Juan Powers,42
8261,Don Santos,21
8262,Connor Robbins,39
8263,Tony Sandoval,37
8264,Sean Clarke,35
8265,Adam Palmer,55
8266,Darrell Wong,20
8267,Bertie Hanson,18
8268,Julian Leonard,42
8269,Lelia Bowen,27
8270,Viola Ramsey,37
8271,Lester Long,57
8272,Helena Doyle,49
8273,Lucy Weaver,36
8274,Roger Holloway,61
8275,Mary Fuller,53
8276,Lura Caldwell,61
8277,Maria Welch,55
8278,Claudia Nash,43
8279,Nell Soto,20
8280,Albert Crawford,22
8281,Cecilia Santiago,41
8282,Lula Pearson,19
8283,Elva Jacobs,26
8284,Owen Matthews,56
8285,James Jefferson,20
8286,Lucinda Long,47
8287,Harry Park,47
8288,Gavin Munoz,48
8289,Eddie Chapman,44
8290,Phillip Lamb,22
8291,Etta McGuire,21
8292,James McCarthy,57
8293,Nora Harrington,25
8294,Agnes Collins,43
8295,Theresa Underwood,33
8296,Susan White,43
8297,Sylvia Marsh,20
8298,Nancy Norton,23
8299,Tom Hodges,46
8300,Agnes Myers,28
8301,Bradley Wade,30
8302,Harry Bryant,50
8303,Cecilia Figueroa,33
8304,Susie Morrison,21
8305,Nora Miller,20
8306,Lettie Holt,62
8307,Olga Flores,26
8308,Elizabeth Marshall,23
8309,Abbie Hayes,62
8310,Francis Barrett,31
8311,Jesus Santos,57
8312,Jonathan Mason,18
8313,Lee Harvey,43
8314,Nell Greene,63
8315,Erik Harmon,64
8316,Leonard Casey,53
8317,Oscar Elliott,53
8318,Patrick Craig,60
8319,Jeremy George,21
8320,Olga Wilson,53
8321,Louis Ryan,43
8322,Ruby Pittman,26
8323,Mario Garrett,49
8324,Essie Christensen,36
8325,Celia Hardy,26
8326,Francisco Wade,34
8327,Essie Vargas,21
8328,Christian Kennedy,18
8329,Celia McKenzie,54
8330,Mollie Henderson,45
8331,Alejandro Weber,64
8332,Loretta Ruiz,18
8333,Luis Vega,20
8334,Andre Armstrong,26
8335,Elijah Yates,36
8336,James Ward,60
8337,Jack Hicks,27
8338,Mark Alvarez,61
8339,Isabella Soto,62
8340,Bertha Day,61
8341,Harvey Wallace,39
8342,Jorge McCormick,42
8343,Rosetta Miles,40
8344,Barbara Johnston,65
8345,Leah Klein,49
8346,Cody Barber,49
8347,Francis Underwood,52
8348,Jennie Alvarez,45
8349,Emily Little,56
8350,Hulda Osborne,33
8351,Matthew Figueroa,58
8352,Lilly Dawson,30
8353,Leona Fisher,22
8354,Mario Dixon,61
8355,Claudia Johnson,53
8356,Isabel Thornton,52
8357,Daniel Berry,57
8358,Lloyd Steele,46
8359,Verna Jefferson,47
8360,Lily Evans,23
8361,Dorothy Howell,18
8362,Marion Joseph,33
8363,Nora Tate,51
8364,Dylan Cobb,44
8365,Sue Kelly,36
8366,Zachary Leonard,40
8367,Caleb Carter,57
8368,Bill McLaughlin,63
8369,Nathan Buchanan,31
8370,John Park,53
8371,Harvey Collier,35
8372,Floyd Fisher,40
8373,Gordon Schwartz,40
8374,Harry Chapman,37
8375,Bill George,44
8376,Leo Sutton,49
8377,Harriett Todd,23
8378,Viola Rios,47
8379,Ivan Franklin,54
8380,Evan Strickland,22
8381,Nannie Buchanan,25
8382,Ricky Elliott,50
8383,Lou Lloyd,64
8384,Charles Wilkerson,47
8385,Michael Mason,48
8386,Leah Brooks,41
8387,Earl Pratt,19
8388,Jay Martin,56
8389,Lester Hayes,54
8390,David Day,35
8391,Leah Bennett,41
8392,Gavin Strickland,54
8393,Claudia Francis,56
8394,Hulda May,56
8395,Floyd Marsh,65
8396,Brandon Brewer,33
8397,Luke Schultz,22
8398,Troy Walters,64
8399,Melvin Buchanan,18
8400,Lester Schwartz,61
8401,Hattie Gibbs,60
8402,Flora Perkins,44
8403,Allie Fowler,20
8404,Barbara Strickland,58
8405,Craig Mann,55
8406,Ella Summers,57
8407,Cora Adkins,63
8408,Hettie Bailey,56
8409,Philip Sharp,37
8410,Seth Griffith,52
8411,Loretta Jennings,56
8412,Lenora Washington,54
8413,Cornelia Fuller,42
8414,Allen Fernandez,35
8415,Adam Weber,34
8416,Donald Washington,29
8417,Minnie McKenzie,39
8418,Blanche Manning,37
8419,Jerome Wheeler,20
8420,Ian Gray,60
8421,Jane Barber,22
8422,Owen Pope,42
8423,Sam Brady,35
8424,Estelle Nguyen,31
8425,Emma Moran,21
8426,Lelia McCarthy,46
8427,Marie Palmer,52
8428,Arthur Hamilton,47
8429,Brandon Reynolds,55
8430,Carolyn Byrd,24
8431,Inez Hardy,19
8432,Winifred Elliott,62
8433,Vera Summers,27
8434,Roger Castillo,41
8435,Ernest Padilla,64
8436,Mayme Sutton,34
8437,Garrett Gibbs,65
8438,Glen Reid,36
8439,Nelle Morgan,30
8440,Clifford Stephens,33
8441,Tommy Hall,41
8442,Frank Ballard,62
8443,Sallie Padilla,21
8444,Dennis Rodgers,32
8445,Isabella Johnston,43
8446,Effie Myers,62
8447,Elsie Douglas,47
8448,Dorothy Bryant,58
8449,Bradley Wallace,59
8450,Frances Dawson,56
8451,Kathryn Gutierrez,26
8452,Johanna Munoz,18
8453,Estella Collins,64
8454,Franklin McBride,53
8455,Ian Dixon,64
8456,Lilly Lindsey,47
8457,Ida Harmon,24
8458,Hulda Warner,52
8459,Eugenia Francis,36
8460,Grace Cobb,61
8461,Ivan Wright,25
8462,Daniel Horton,23
8463,Mayme Lucas,39
8464,Jerry Briggs,24
8465,Helen Wallace,26
8466,Brandon Campbell,25
8467,Stephen Morgan,64
8468,Olga Allen,36
8469,Ruth Bailey,55
8470,Lilly Doyle,28
8471,Nellie Love,24
8472,Lenora Rodriquez,44
8473,Mildred Parsons,24
8474,Norman Hudson,22
8475,Andre Bates,43
8476,Lura Walters,53
8477,Jim Austin,23
8478,Jason Day,46
8479,Ida Baldwin,45
8480,Irene Lane,20
8481,Donald Griffin,19
8482,Cody Tran,23
8483,Cody Dean,65
8484,Fred McDonald,34
8485,Travis Anderson,64
8486,Myrtle Brooks,31
8487,Nathaniel Edwards,24
8488,George Frazier,60
8489,Lida Becker,38
8490,Jeremy Cruz,43
8491,Gilbert Morrison,35
8492,Winnie Walton,46
8493,Harriet Harmon,18
8494,Alice Martinez,41
8495,Hettie Gregory,44
8496,Ruth Bowman,63
8497,Charlie Crawford,31
8498,Caroline Freeman,47
8499,Ralph Washington,35
8500,Darrell Cooper,41
8501,Louisa Price,55
8502,Elmer McCarthy,41
8503,Mittie Lambert,47
8504,Roger Shaw,41
8505,Rena Singleton,26
8506,Lola Santiago,26
8507,Sophie Hamilton,29
8508,Jean Newton,55
8509,Cecilia Guzman,40
8510,Mildred Yates,32
8511,Gussie Owens,57
8512,Sue Morales,61
8513,Grace Hoffman,60
8514,Bernard Hogan,53
8515,Nelle Holmes,25
8516,Addie Fuller,27
8517,Kate Curtis,59
8518,Nannie Ward,53
8519,Inez Garner,23
8520,Linnie Floyd,45
8521,Ollie Klein,46
8522,Derek Bailey,50
8523,Allie Graham,61
8524,Pearl Briggs,27
8525,Eva Jefferson,39
8526,Carlos Myers,37
8527,Luis Wong,50
8528,Bess Wagner,53
8529,Leon Jordan,40
8530,Marc Wolfe,28
8531,Martin Adkins,49
8532,Kenneth George,51
8533,Angel Jimenez,55
8534,Estelle Sherman,56
8535,Emily Tran,44
8536,Ruth Stewart,25
8537,Lucinda Franklin,56
8538,Benjamin Gonzales,63
8539,Carrie Pratt,61
8540,Scott Wells,43
8541,Jerome Hogan,47
8542,Violet Richardson,46
8543,Lucy Bowen,30
8544,Barbara Johnston,44
8545,Lottie Larson,46
8546,Essie Alexander,20
8547,Tom Conner,30
8548,Madge Craig,49
8549,Louis Hughes,37
8550,Lizzie Klein,65
8551,Viola Bates,61
8552,Lydia Wallace,38
8553,Jacob Collins,18
8554,Connor Hines,61
8555,Isabella Hanson,47
8556,Elizabeth Walters,53
8557,Jayden Lynch,35
8558,Larry Gill,44
8559,Eugene Gill,29
8560,Gregory Cole,59
8561,Lora Figueroa,44
8562,Adam Montgomery,33
8563,Olga Conner,49
8564,Ellen Cross,23
8565,Nora Stevens,22
8566,Minnie Floyd,24
8567,Marie Kennedy,35
